Name,Full Address,Street,City,Postcode,State,Country,Amenity,Healthcare,Phone,Website,Opening Hours,Latitude,Longitude
Аптека Подорожник,Unknown,Центральна вулиця,Unknown,Unknown,Unknown,Ukraine,pharmacy,Healthcare Services,Unknown,https://podorozhnyk.com,Mo-Fr 10:00-18:00; Sa 10:00-15:00,48.3884936,31.17675
Аптека,Unknown,Unknown,Unknown,Unknown,Unknown,Ukraine,pharmacy,Healthcare Services,Unknown,Unknown,Unknown,48.3889592,31.17613
Аптека “ВІТА-ФАРМ”,Unknown,Unknown,Unknown,Unknown,Unknown,Ukraine,pharmacy,Healthcare Services,Unknown,Unknown,Unknown,48.3897774,31.1780147
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Ukraine,pharmacy,pharmacy,Unknown,Unknown,Unknown,48.3932462,31.1750362
Аптека Подорожник,Unknown,Центральна вулиця,Добровеличківка,Unknown,Unknown,Ukraine,pharmacy,Healthcare Services,Unknown,https://podorozhnyk.com,Mo-Fr 10:00-18:00; Sa 10:00-15:00,48.388515,31.1767495
