Name,Full Address,Street,City,Postcode,State,Country,Amenity,Healthcare,Phone,Website,Opening Hours,Latitude,Longitude
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5322161,-75.6402829
Animal Home,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,veterinary,Healthcare Services,Unknown,Unknown,Unknown,4.5295538,-75.6398163
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,clinic,Healthcare Services,Unknown,Unknown,Unknown,4.5606238,-75.657082
Proenso,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,clinic,clinic,Unknown,Unknown,Unknown,4.5381062,-75.6674787
veterinaria mi hacienda,Unknown,Calle 14,Armenia,630004,Unknown,Armenia,veterinary,Healthcare Services,+57 3117195765,https://mi-hacienda-veterinaria.negocio.site/,24/7,4.5362927,-75.6706888
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.526698,-75.6423046
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,veterinary,Healthcare Services,Unknown,Unknown,Unknown,4.5208554,-75.6980973
Fundavet,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,veterinary,Healthcare Services,Unknown,Unknown,Unknown,4.5312951,-75.6412047
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Mo-Su 08:00-21:00,4.5339447,-75.674686
El Descuento,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5204647,-75.6497712
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5308471,-75.642042
Idime,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,clinic,clinic,Unknown,Unknown,Unknown,4.5472625,-75.6667884
Urgencias,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,doctors,doctor,Unknown,Unknown,Unknown,4.5558205,-75.6561722
Comfenalco,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5288187,-75.6415394
Droguería 360,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5382246,-75.6679586
Urgencias,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,doctors,doctor,Unknown,Unknown,Unknown,4.538469,-75.66805
Alvdent,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,dentist,dentist,Unknown,Unknown,Unknown,4.5383762,-75.6686288
Quindipharma,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.542039,-75.7001693
Cruz Verde,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5424312,-75.6903979
Droguería Cuellar,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.540892,-75.7016292
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5398937,-75.7037295
Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Armenia,pharmacy,pharmacy,Unknown,Unknown,Unknown,4.5387884,-75.6668185
